Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
seo marketing agency,16,17,5400,88.0,30.22,https://www.designrush.com/agency/search-engine-optimization,8.0,0.0,241.0,0.04,119000000.0,"[35,29,54,44,54,44,54,66,100,66,100,100]",2025-09-11,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,1,false,false,11-20,agency,seo
internet marketing agency,18,19,5400,93.0,7.95,https://www.designrush.com/agency/digital-marketing,8.0,0.0,63.0,0.1,481000000.0,"[23,29,29,36,44,44,36,36,66,44,66,44]",2025-09-11,"Local pack, Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic,1,false,false,11-20,other,digital_marketing
google ads cost,12,13,5400,44.0,16.04,https://www.designrush.com/agency/paid-media-pay-per-click/google-adwords/trends/google-ads-costs,8.0,0.0,128.0,0.42,1330000000.0,"[66,29,10,19,100,100,54,44,36,36,29,23]",2025-09-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,1,false,false,11-20,trends,ppc
search engine positioning,9,10,5400,38.0,12.95,https://www.designrush.com/agency/search-engine-optimization/trends/search-engine-positioning,8.0,0.0,103.0,0.25,58000000.0,"[81,54,54,81,100,100,66,44,36,19,19,16]",2025-09-11,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,1,false,true,04-10,agency,seo
digital marketing agency hyderabad,2,3,140,58.0,5.36,https://www.designrush.com/agency/digital-marketing/in/hyderabad,6.0,0.0,32.0,0.1,39500000.0,"[52,66,66,66,80,66,80,52,80,80,100,52]",2025-09-11,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic,1,true,true,01-03,other,digital_marketing
seo company in israel,4,5,210,16.0,0.0,https://www.designrush.com/agency/search-engine-optimization/il,6.0,0.0,0.0,0.02,7780000.0,"[5,5,5,7,7,8,8,7,10,10,10,10]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,1,false,true,04-10,agency,seo
software development company in california,1,2,50,32.0,12.89,https://www.designrush.com/agency/software-development/california,3.0,0.0,38.0,0.14,414000000.0,"[11,7,0,11,3,53,34,19,11,0,53,7]",2025-09-11,"Local pack, Sitelinks, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,1,true,true,01-03,agency,software_dev
web design companies in houston tx,2,3,90,57.0,11.82,https://www.designrush.com/agency/website-design-development/texas/houston,3.0,0.0,35.0,0.06,237000000.0,"[9,6,0,3,43,34,34,100,34,28,12,9]",2025-09-11,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,1,true,true,01-03,agency,web_design
web designing companies in ireland,1,2,50,54.0,0.0,https://www.designrush.com/agency/web-development-companies/ie,3.0,0.0,0.0,0.0,456000000.0,"[77,44,77,77,55,77,55,55,77,55,55,77]",2025-09-11,"Local pack, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,1,true,true,01-03,agency,web_dev
prototype development companies,4,5,50,25.0,14.06,https://www.designrush.com/agency/product-design/prototype,3.0,0.0,42.0,0.05,86500000.0,"[0,0,2,17,17,28,23,12,12,17,17,12]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,1,false,true,04-10,agency,other
utah web design agency,2,3,90,29.0,0.0,https://www.designrush.com/agency/website-design-development/utah,3.0,0.0,0.0,0.05,15900000.0,"[33,19,52,100,9,9,23,52,52,66,52,42]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,1,true,true,01-03,agency,web_design
web design firm baltimore,6,7,140,34.0,5.78,https://www.designrush.com/agency/website-design-development/maryland/baltimore,3.0,0.0,17.0,0.03,14900000.0,"[42,34,42,42,80,42,53,100,100,26,53,42]",2025-09-11,"Local pack, Sitelinks, Related searches",commercial,Organic,1,false,true,04-10,agency,web_design
