Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
web programming company,1,1,590,59.0,14.89,https://www.designrush.com/agency/web-development-companies,146.0,0.16,2173.0,0.1,344000000.0,"[8,20,20,24,4,16,16,54,36,7,79,36]",2025-09-07,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,0,true,true,01-03,agency,web_dev
website development company in india,1,1,590,68.0,9.67,https://www.designrush.com/agency/web-development-companies/in,146.0,0.16,1411.0,0.06,1490000000.0,"[2,8,16,5,25,31,31,31,46,100,52,37]",2025-09-02,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,true,true,01-03,agency,web_dev
digital advertising agency,3,3,4400,91.0,10.63,https://www.designrush.com/agency/digital-marketing,132.0,0.15,1403.0,0.09,282000000.0,"[23,29,35,44,35,44,54,54,81,100,100,81]",2025-09-06,"Image pack, Sitelinks, Video Carousel, People also ask, Related searches",commercial,Organic,0,true,true,01-03,other,digital_marketing
video production company,4,4,6600,79.0,7.07,https://www.designrush.com/agency/video-production,125.0,0.14,883.0,0.08,6600000000.0,"[29,44,54,66,66,66,66,54,81,81,81,100]",2025-09-11,"Local pack, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,0,false,true,04-10,agency,video
web development firm,1,1,1900,54.0,19.28,https://www.designrush.com/agency/web-development-companies,123.0,0.14,2371.0,0.02,378000000.0,"[100,81,8,3,43,54,13,10,10,24,24,3]",2025-09-10,"Local pack, Sitelinks, Ads bottom, People also ask, Related searches, Ads middle",commercial,Organic,0,true,true,01-03,agency,web_dev
website development company in usa,1,1,480,38.0,9.73,https://www.designrush.com/agency/web-development-companies/us,119.0,0.13,1157.0,0.03,1720000000.0,"[13,13,13,16,16,24,45,45,76,100,36,45]",2025-09-04,"Local pack, Sitelinks, Related searches",commercial,Organic,0,true,true,01-03,agency,web_dev
product design development,1,1,480,43.0,5.56,https://www.designrush.com/agency/product-design/trends/product-design-development,119.0,0.13,661.0,0.2,1050000000.0,"[29,36,36,23,36,54,44,81,100,81,81,54]",2025-09-04,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic,0,true,true,01-03,agency,other
top web development firms,1,1,480,32.0,12.14,https://www.designrush.com/agency/web-development-companies,119.0,0.13,1444.0,0.07,134000000.0,"[20,30,20,20,13,20,10,3,16,100,81,13]",2025-09-08,"Local pack, Image pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic,0,true,true,01-03,agency,web_dev
best ecommerce seo company,1,1,880,38.0,37.02,https://www.designrush.com/agency/search-engine-optimization/ecommerce-seo,116.0,0.13,4294.0,0.01,16900000.0,"[30,30,67,36,45,67,67,55,100,100,100,45]",2025-09-01,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic,0,true,true,01-03,agency,seo
uae advertising agencies list,1,1,880,15.0,0.0,https://www.designrush.com/agency/ad-agencies,116.0,0.13,0.0,0.0,7100000.0,"[16,16,16,30,44,100,16,16,16,30,16,16]",2025-08-30,"Local pack, Video, Related searches, AI overview",informational,Organic,0,true,true,01-03,other,advertising
it solutions for business,1,1,590,53.0,12.67,https://www.designrush.com/agency/it-services/trends/it-services-for-business,115.0,0.13,1457.0,0.29,2180000000.0,"[20,20,81,36,55,30,45,10,30,36,81,24]",2025-08-29,"Image pack, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview,0,true,true,01-03,agency,it_services
affiliate marketing agency,2,2,1300,32.0,5.74,https://www.designrush.com/agency/affiliate-marketing,106.0,0.12,608.0,0.29,150000000.0,"[100,68,68,68,52,52,52,52,84,68,68,68]",2025-09-08,"Local pack, Image pack, Video, Ads bottom, Related searches, Ads middle, AI overview",informational,Organic,0,true,true,01-03,other,other
it outsourcing companies,2,2,1300,34.0,25.24,https://www.designrush.com/agency/it-services/outsourcing,106.0,0.12,2675.0,0.05,64200000.0,"[20,20,41,41,41,41,41,54,100,66,79,66]",2025-09-08,"Image pack, Video, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview",informational,Organic,0,true,true,01-03,agency,it_services
